text,replies,retweets,favorites,user,party,state,year,month
4k #DREAMers are contributing to Delaware. Will we be a stronger stateor nationif they're deported? The answer is clear: we must #SaveDACA,4,15,21,CHRISCOONS,D,DE,2016,November
"RT @ITIFdc: ""Manufacturing is the most critical sector of our economy for the future.""
-Sen. @ChrisCoons
#ITIFmfg",1,4,3,CHRISCOONS,D,DE,2016,November
"RT @ITIFdc: Support for manufacturing is not a divisive or partisan issue
-Sen. @ChrisCoons
#ITIFmfg",2,3,1,CHRISCOONS,D,DE,2016,November
Great to be at @ITIFdc event to talk abt how Congress can support smart manufacturing to keep US competitive_ https://t.co/L2xjLpvigp,1,7,7,CHRISCOONS,D,DE,2016,November
"While the proposed changes to Rule 41 are not necessarily bad or good, they are serious, and present significant privacy concerns",0,0,5,CHRISCOONS,D,DE,2016,November
"If Congress fails to act today and thoroughly consider and debate these rule changes, they will go into effect tomorrow",1,0,3,CHRISCOONS,D,DE,2016,November
Proud to join my colleagues @RonWyden @SteveDaines on floor to call for quick passage of our bill to delay changes to Rule 41 speaking now,4,8,16,CHRISCOONS,D,DE,2016,November
"RT @GWmedia: .@cspan has you covered in case you missed #NowWhatSMPA w/ @amyklobuchar, @SenatorLankford &amp; @ChrisCoons: https://t.co/wxz9ZlM_",0,4,1,CHRISCOONS,D,DE,2016,November
Juvenile conviction should not put youth on path for continued interactions w criminal justice system- at_ https://t.co/kl92P89XX4,1,10,16,CHRISCOONS,D,DE,2016,November
Speaking now at #WPJustice event abt reforming how our criminal justice system administers #JuvenileJustice watch: https://t.co/LXF8qJapA6,0,0,4,CHRISCOONS,D,DE,2016,November
Looking fwd to speaking at #WPJustice forum abt ways to reform criminal justice system for young people- watch live: https://t.co/LXF8qJapA6,0,0,3,CHRISCOONS,D,DE,2016,November
Great to be at #GWU to talk about what's next for congress w @DanaBashCNN @SenatorLankford and @amyklobuchar https://t.co/y3CmjmCXjB,5,5,11,CHRISCOONS,D,DE,2016,November
"RT @GWtweets: We're live with @DanaBashCNN, @ChrisCoons, @SenatorLankford and @amyklobuchar: __ https://t.co/7VgZGhrD2V #OnlyatGW",0,7,13,CHRISCOONS,D,DE,2016,November
About to start panel at #GWU w @amyklobuchar @SenatorLankford @DanaBashCNN @franksesno #NowWhatSMPA. Watch here: https://t.co/HR4nhc7UGv,1,1,10,CHRISCOONS,D,DE,2016,November
Had a great time rocking out with @PrestonSteve933 for #CampOutForHunger 2016 yesterday! #youguysrock (photo credit_ https://t.co/amYB8gcvYV,3,10,45,CHRISCOONS,D,DE,2016,November
Looking fwd to panel w @amyklobuchar @SenatorLankford @DanaBashCNN @franksesno at #GWU abt opps for bipartisan gove_ https://t.co/BqjInjSvG0,8,18,33,CHRISCOONS,D,DE,2016,November
"RT @GWtweets: Don't miss @DanaBashCNN, @ChrisCoons, @amyklobuchar, @SenatorLankford &amp; @franksesno at #GWU livestreamed, 6 pm, on https://t._",2,13,17,CHRISCOONS,D,DE,2016,November
Today I joined @KateBolduan and @JohnBerman on @CNN to talk abt Trump's Cabinet appointments and the first amendmen_ https://t.co/spu3TJkdCo,5,11,15,CHRISCOONS,D,DE,2016,November
"RT @SMPAGWU: Today's #NowWhatSMPA event will be broadcast live on @CSPAN.
Panelists:
@DanaBashCNN @ChrisCoons @amyklobuchar @SenatorLankfor_",0,10,7,CHRISCOONS,D,DE,2016,November
RT @LisaMirandoCNN: UP NEXT: Senator @ChrisCoons discusses the road ahead for some of PEOTUS's Cabinet appointments -- #CNN live w/@KateBol_,5,3,2,CHRISCOONS,D,DE,2016,November
About to join @CNN - tune in!,3,1,6,CHRISCOONS,D,DE,2016,November
President-elect Trump nominated Governor Nikki Haley to serve as U.S. Ambassador to the UN - here's my full stateme_ https://t.co/l1wOx2W8m0,8,5,28,CHRISCOONS,D,DE,2016,November
"In the spirit of coming together, I hope we will all try to see Thanksgiving &amp; the holidays as an opportunity: https://t.co/i1HWlfcSrz",5,1,5,CHRISCOONS,D,DE,2016,November
Bruuuuuce https://t.co/gowp6bvhQo,1,14,71,CHRISCOONS,D,DE,2016,November
Honored to be on hand to see @POTUS award @tomhanks and @TheEllenShow the Presidential #MedalOfFreedom https://t.co/H6E3UHVg0O,5,8,67,CHRISCOONS,D,DE,2016,November
@AliceHasFibro23 Thank you for sharing your story!,1,0,1,CHRISCOONS,D,DE,2016,November
@mama_doula Thank you for sharing your story!,0,0,2,CHRISCOONS,D,DE,2016,November
"Inspiring to hear @POTUS honor
these exceptional Americans w #MedalofFreedom, our nation's highest civilian honor:_ https://t.co/699OVPgd13",3,2,8,CHRISCOONS,D,DE,2016,November
(3/3) @HFXForum was also an opportunity to engage with defense and policy leaders from dozens of countries across t_ https://t.co/7PCjQWHYdy,0,17,20,CHRISCOONS,D,DE,2016,November
(2/3) The @HFXForum provided an important opportunity to reassure vital allies that the United States' will not aba_ https://t.co/rumitfqUoh,0,1,7,CHRISCOONS,D,DE,2016,November
(1/3) I just returned from the @HFXforum in Nova Scotia w representatives from over 60 countries to discuss global_ https://t.co/RxuHdC6QoH,0,2,5,CHRISCOONS,D,DE,2016,November
"Are you worried about losing Medicaid, Medicare, or https://t.co/GyqBSRXsN2 coverage? Tell your story - tweet a video using #CoverageMatters",10,60,70,CHRISCOONS,D,DE,2016,November
"There are countless stories about how the #ACA has helped people in Delaware, but each one is unique. Tell us why #ACA #CoverageMatters",1,2,5,CHRISCOONS,D,DE,2016,November
Great to see @WSFS ringing the NASDAQ bell! They are a great Delaware community bank #NetDe https://t.co/MC0bYoYl8v,1,2,5,CHRISCOONS,D,DE,2016,November
I applaud @SenJohnMcCain. D's &amp; R's must work together to ensure US upholds our values &amp; int'l standards: https://t.co/DYQF2SAAmx,11,18,39,CHRISCOONS,D,DE,2016,November
In Dover hearing from members of @CDCC435 about challenges facing small business owners here in Delaware. #NetDE https://t.co/uQ6qMVVLzt,1,1,2,CHRISCOONS,D,DE,2016,November
"In Dover this AM for State of Base w/ men &amp; women who keep the DAFB base running, like Sr. Airman Gilbert and Airma_ https://t.co/udIBAyZ2GB",2,1,8,CHRISCOONS,D,DE,2016,November
Happy birthday to my friend and fellow Delawarean @VP Joe Biden!,0,6,35,CHRISCOONS,D,DE,2016,November
How about our @UDelaware @DelawareFH squad!? So proud of this team &amp; their great run! Congrats on their @NCAA natio_ https://t.co/hXJ5ZWAqaQ,0,11,120,CHRISCOONS,D,DE,2016,November
Another great win for the @UDBlueHens field hockey team on their road to the national championship! Let's go Hens!_ https://t.co/FJYdq4TcEG,0,4,27,CHRISCOONS,D,DE,2016,November
RT @BruceAHeyman: #US Senator @ChrisCoons talking #climate &amp; #energy security at this fascinating #HISF2016 plenary session! https://t.co/u_,1,1,6,CHRISCOONS,D,DE,2016,November
"Today, President-elect Trump nominated Senator Sessions to serve as Attorney General - here's my full statement on_ https://t.co/yvNlgt2xCw",3,3,10,CHRISCOONS,D,DE,2016,November
Apprentice programs like LiUNA's in Newark train people for good-paying jobs in careers like construction &amp; manufacturing #NAW2016 #NetDe,0,0,3,CHRISCOONS,D,DE,2016,November
Delaware has over a thousand registered apprentices and is a leading example in the U.S. for successful apprenticeship programs #NetDe,0,0,10,CHRISCOONS,D,DE,2016,November
Apprenticeships offer one of the best pathways to the middle class #NAW2016 #ApprenticeshipWorks,1,4,6,CHRISCOONS,D,DE,2016,November
Talking now with @wolfblitzer on @CNNSitRoom,3,1,2,CHRISCOONS,D,DE,2016,November
About to join @wolfblitzer on @CNNSitRoom - tune in!,1,1,1,CHRISCOONS,D,DE,2016,November
Thinking of those who have lost a loved one from #PancreaticCancerwe are with you! #InItTogether https://t.co/Rpj1uK6Uf3,1,4,17,CHRISCOONS,D,DE,2016,November
I'm wearing purple in honor of #PancreaticCancer Day to raise awareness so we can come together to end this deadly_ https://t.co/DrzCoBmT6m,4,12,38,CHRISCOONS,D,DE,2016,November
RT @RonWyden: Joined @ChrisCoons &amp; @SteveDaines in introducing the Review the Rule Act to delay #Rule41 changes &amp; give Congress time to del_,4,26,44,CHRISCOONS,D,DE,2016,November
I spoke today on the floor about my bill to delay implementation of federal rule that could expand government hacki_ https://t.co/P0pqJk3pD1,0,4,6,CHRISCOONS,D,DE,2016,November
Proud to join colleagues in House and Senate to introduce bipartisan bill to delay changes to gov hacking powers: https://t.co/hSOKnqZB8G,0,2,0,CHRISCOONS,D,DE,2016,November
These proposed changes are serious &amp; present significant privacy concerns that warrant careful consideration &amp; debate by Congress,0,0,4,CHRISCOONS,D,DE,2016,November
Speaking now on the Senate floor about why we must delay the implementation of federal rule that could expand gov hacking powers - tune in!,0,5,11,CHRISCOONS,D,DE,2016,November
Pres-elect must make it clear that toxic blend of hate &amp; bigotry Steve Bannon has made a living on has no place in_ https://t.co/5b6utlCHor,18,53,88,CHRISCOONS,D,DE,2016,November
"RT @AmbKawar: Great meetings w/ Jordan's friends @SenatorTomUdall &amp; @ChrisCoons on developments in the region, humanitarian crisis, &amp; bilat_",1,9,20,CHRISCOONS,D,DE,2016,November
Pres-elect Trump pledged to be a president for all Americans. Appointing Steve Bannon is deeply disturbing &amp; incons_ https://t.co/QQPV1D1Lat,18,53,99,CHRISCOONS,D,DE,2016,November
RT @kieferf: GOP-controlled Congress will still need Democrats https://t.co/Pl4WLtgaLq @csmonitor @SenatorCollins @ChrisCoons @RepCharlieD_,1,1,3,CHRISCOONS,D,DE,2016,November
The reasons I ran for Senate are just as true today as 6 yrs ago. I'll keep seeking common ground &amp; fighting for DE: https://t.co/uCw1w1Rp2B,6,1,16,CHRISCOONS,D,DE,2016,November
"At a time of great division &amp; change, its worth remembering why we keep fighting. Heres why I ran for office: https://t.co/K4gGpBps67",0,2,9,CHRISCOONS,D,DE,2016,November
Proud to join @senrobportman and @SenAngusKing to ensure disabled veterans get the benefits they deserve: https://t.co/BK6jEByvyU,0,1,5,CHRISCOONS,D,DE,2016,November
RT @senrobportman: Pleased to work w/ @ChrisCoons &amp; @SenAngusKing to help relieve student loan debt for disabled #veterans. https://t.co/qg_,2,2,12,CHRISCOONS,D,DE,2016,November
Today is a day to ask ourselves what each of us is doing to honor our veterans and strengthen our nation. My statem_ https://t.co/C2ref17IZ5,2,1,15,CHRISCOONS,D,DE,2016,November
Happy 241st birthday to the United States Marine Corps Semper Fidelis! @USMC,0,2,5,CHRISCOONS,D,DE,2016,November
.@DEStateChamber Superstar in Biz keynote speaker &amp; @carvertise CEO @Mac_Nagaswami showing why entrepreneurship is_ https://t.co/JOikzhWoTi,0,1,4,CHRISCOONS,D,DE,2016,November
Great to be w/ Masley and Gilman families today to honor Masley Enterprises w/ the @DEStateChamber Superstars in Bu_ https://t.co/lAZX3Wqr5G,1,1,6,CHRISCOONS,D,DE,2016,November
Congratulations to my friend @John_Carney on tonight's win - Delaware is in good hands! #NetDe,3,18,59,CHRISCOONS,D,DE,2016,November
Had the opportunity to congratulate DE's 2017 Teacher of the Year @mrswendyturner today. What a great story about f_ https://t.co/1JHRyLgi8w,1,8,26,CHRISCOONS,D,DE,2016,November
Saddened to learn of Janet Reno's passing this morning. My statement: https://t.co/FMrlzHDJR3,0,2,1,CHRISCOONS,D,DE,2016,November
Glad to join @LisaBRochester and keynote speaker @HilaryOShelton for the Wilmington @NAACP Freedom Fund dinner toni_ https://t.co/upFKolkQOj,0,4,17,CHRISCOONS,D,DE,2016,November
Will be joining @FoxNews with @oreillyfactor shortly - tune in!,14,0,6,CHRISCOONS,D,DE,2016,November
At the #DelDems HQ launching a couple canvasses and making some calls on behalf of great friends @JohnCarneyDE and_ https://t.co/beP3wCPrkP,8,8,31,CHRISCOONS,D,DE,2016,November
"I have a plan, do you? In the field office in West Chester making calls for @HillaryClinton and @KatieMcGintyPA._ https://t.co/Tiv4ouzUBk",2,5,25,CHRISCOONS,D,DE,2016,November
Great to talk with @wolfblitzer tonight - watch more here: https://t.co/cTxz7orDEF,1,1,4,CHRISCOONS,D,DE,2016,November
"RT @GayleSmith: 55 years after @USAID was first created, here are 5 reasons why I'm more hopeful than ever for the future #USAID55

https:/_",24,178,278,CHRISCOONS,D,DE,2016,November
Talking now with @wolfblitzer on @CNNSitRoom!,11,1,2,CHRISCOONS,D,DE,2016,November
About to join @wolfblitzer on @CNNSitRoom - tune in!,1,0,2,CHRISCOONS,D,DE,2016,November
Great to join in @DelCommunity Foundation Congressional Conversation today. Lots of Delawareans making a difference_ https://t.co/x3Hql4KoB4,0,1,4,CHRISCOONS,D,DE,2016,November
Congrats to @UDelaware student/DE native David Townsend on election to @NationalFFA president! #NetDE #DelaProud https://t.co/poerncakpA,0,5,6,CHRISCOONS,D,DE,2016,November
My thoughts and prayers are with the men and women of Des Moines and Urbandale Police Departments tonight. https://t.co/NEM48Wm9ij,1,3,13,CHRISCOONS,D,DE,2016,November
Thrilled @NEAJaneChu had chance to see Delaware's vibrant art community firsthand yesterday read more in my oped: https://t.co/qeLNQufhpJ,0,1,3,CHRISCOONS,D,DE,2016,November
DE is a shining example of how arts can benefit economy &amp; enrich our culture read my oped in @delawareonline here: https://t.co/qeLNQufhpJ,2,5,9,CHRISCOONS,D,DE,2016,November
"""Protecting the arts is pivotal to everyone"" - Check out my oped in @delawareonline #NetDe: https://t.co/qeLNQufhpJ",0,1,2,CHRISCOONS,D,DE,2016,November
If you're a veteran entrepreneur with a great idea but need support to make it a reality - @SBAgov can help! https://t.co/wjB2INa1FK,2,0,1,CHRISCOONS,D,DE,2016,November
Proud to join @SenatorShaheens resolution recognizing Veterans Small Business Week #MyVetBiz: https://t.co/ZHolmMsiDd,0,0,0,CHRISCOONS,D,DE,2016,November
Great to join @AlisynCamerota on @NewDay this morning - watch more here: https://t.co/4WemSjHPMT,1,1,1,CHRISCOONS,D,DE,2016,November
"RT @NewDay: Sen. @ChrisCoons says he's confident that Clinton emails ""will amount to nothing."" https://t.co/lP9dCjk908",32,32,41,CHRISCOONS,D,DE,2016,November
About to talk with @AlisynCamerota on @NewDay - tune in to @CNN!,1,2,5,CHRISCOONS,D,DE,2016,November
Great to join #ExportTech conference today and hear from companies like Donnatien Industries &amp; @bwtek!_ https://t.co/Y5Kgpi2Xkn,0,3,7,CHRISCOONS,D,DE,2016,November
"To fight the obesity epidemic in America, the healthcare community must treat obesity as a serious and complex disease. #ObesityCareWeek",1,3,5,CHRISCOONS,D,DE,2016,November
"Obesity is too often a source of stigma and bias, preventing patients from receiving the care they need. Lets raise awareness today #NOCW",1,1,3,CHRISCOONS,D,DE,2016,November
RT @NEAJaneChu: Honored to be w/ @GovernorMarkell + @ChrisCoons at a town hall meeting hosted by @ArtsDelaware https://t.co/O5Thlhwszj,0,4,5,CHRISCOONS,D,DE,2016,November
RT @NEAJaneChu: Touring @CreativeWilm where #creativeplacemaking projects are revitalizing local neighborhoods @NEAarts @ArtsDelaware @Chri_,1,9,16,CHRISCOONS,D,DE,2016,November
"Taking part in #arts town hall in Wilmington w/ @NEAarts @NEAJaneChu: ""the arts celebrate our diversity &amp; what make_ https://t.co/zCjYQRSCCP",0,2,8,CHRISCOONS,D,DE,2016,November
Great to tour the Wilmington Creative District w Dr. Carrie Gray of @WilmRen &amp; @NEAJaneChu - here we are on the 7th_ https://t.co/vzDXcaOQP7,1,1,9,CHRISCOONS,D,DE,2016,November
RT @ArtsDelaware: @WilmRen walking tour of the #creativedistrict #inwilm with @NEAJaneChu @GovernorMarkell @ChrisCoons @MikeForMayor16 @NEA_,0,3,8,CHRISCOONS,D,DE,2016,November
Thrilled to host @NEAJaneChu at Creative Vision Factory &amp; hear from @KalmbachMT abt its work to empower people thro_ https://t.co/WCoZLxG1jm,0,2,1,CHRISCOONS,D,DE,2016,November
.@NASA's Earth Science program is crucial for studying our planet &amp; climate change. We must fight against funding c_ https://t.co/eMKl2AaLeB,17,145,210,CHRISVANHOLLEN,D,MD,2016,November
Congratulations to @NASA @NOAA &amp; @ulalaunch on the successful launch of the #GOESR weather satellite on an #AtlasV rocket!,4,9,40,CHRISVANHOLLEN,D,MD,2016,November
Honored to follow in @SenatorBarb's footsteps &amp; fight for Md. on the U.S. Senate Appropriations Committee next year. https://t.co/VeDqM3D2SG,7,15,84,CHRISVANHOLLEN,D,MD,2016,November
"Thank you, @SenatorBarb! https://t.co/o2LDc0pfeN",1,11,40,CHRISVANHOLLEN,D,MD,2016,November
RT @SenatorBarb: Great news for MD &amp; nation - @ChrisVanHollen will serve on Appropriations Committee when I retire https://t.co/1HB9AqiQDO,7,36,114,CHRISVANHOLLEN,D,MD,2016,November
